activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1051909,[],CHEMBL752070,In vitro inhibition of the human neutrophil elastase-catalyzed hydrolysis of the synthetic substrate Suc-Ala-Pro-Ala-MCA,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(OCC(=O)O)cc1)C(C)C)C(=O)c1nc2ccccc2o1,,,CHEMBL1135060,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '13.72', 'le': '0.26', 'lle': '5.07', 'sei': '4.84'}",CHEMBL357495,,CHEMBL357495,8.13,0,http://www.openphacts.org/units/Nanomolar,297922,=,1,1,=,,IC50,nM,,7.4,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,0.0074
,1052603,[],CHEMBL705702,Inhibitory activity was measured against human leukocyte elastase.,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1)OCc1ccccc1,,,CHEMBL1131519,J. Med. Chem.,1998.0,"{'bei': '11.95', 'le': '0.23', 'lle': '2.19', 'sei': '4.68'}",CHEMBL144342,,CHEMBL144342,5.58,0,http://www.openphacts.org/units/Nanomolar,281705,=,1,1,=,,IC50,nM,,2660.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,2.66
,1053187,[],CHEMBL752070,In vitro inhibition of the human neutrophil elastase-catalyzed hydrolysis of the synthetic substrate Suc-Ala-Pro-Ala-MCA,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)[C@H]1CCCN1C(=O)COc1ccc(OCC(=O)O)cc1)C(=O)c1nc2c(OC(=O)C(C)(C)C)cccc2o1,,,CHEMBL1135060,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '10.64', 'le': '0.20', 'lle': '3.00', 'sei': '3.80'}",CHEMBL346381,,CHEMBL346381,6.64,0,http://www.openphacts.org/units/Nanomolar,297932,=,1,1,=,,IC50,nM,,230.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,0.23
,1060026,[],CHEMBL705702,Inhibitory activity was measured against human leukocyte elastase.,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,,,CHEMBL1131519,J. Med. Chem.,1998.0,"{'bei': '13.49', 'le': '0.27', 'lle': '4.00', 'sei': '4.74'}",CHEMBL344560,,CHEMBL344560,5.65,0,http://www.openphacts.org/units/Nanomolar,281718,=,1,1,=,,IC50,nM,,2260.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,2.26
,1060650,[],CHEMBL752070,In vitro inhibition of the human neutrophil elastase-catalyzed hydrolysis of the synthetic substrate Suc-Ala-Pro-Ala-MCA,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)c1nc2c(OCc3cccc(C(F)(F)F)c3)cccc2o1,,,CHEMBL1135060,Bioorg. Med. Chem. Lett.,2002.0,,CHEMBL356448,,CHEMBL356448,,0,http://www.openphacts.org/units/Nanomolar,297918,>,1,1,>,,IC50,nM,,10000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,10.0
Not Active,1060679,[],CHEMBL676192,Inhibitory concentration against human neutrophil elastase (HNE); No inhibition,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)[C@H]1C(=O)N(Cc2ccccc2)CCN1S(=O)(=O)c1ccc(C)cc1,,,CHEMBL1136514,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL126245,,CHEMBL126245,,0,http://www.openphacts.org/units/Nanomolar,242495,,1,0,,,IC50,nM,,,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,
,1061954,[],CHEMBL752070,In vitro inhibition of the human neutrophil elastase-catalyzed hydrolysis of the synthetic substrate Suc-Ala-Pro-Ala-MCA,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)COc1cccc2oc(C(=O)[C@@H](NC(=O)OCc3ccccc3)C(C)C)nc12,,,CHEMBL1135060,Bioorg. Med. Chem. Lett.,2002.0,,CHEMBL347331,,CHEMBL347331,,0,http://www.openphacts.org/units/Nanomolar,297936,>,1,1,>,,IC50,nM,,10000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,10.0
,1065736,[],CHEMBL752070,In vitro inhibition of the human neutrophil elastase-catalyzed hydrolysis of the synthetic substrate Suc-Ala-Pro-Ala-MCA,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)COc1ccc(OCC(=O)O)cc1)C(C)C)C(=O)c1nc2c(OC(=O)C(C)(C)C)cccc2o1,,,CHEMBL1135060,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '11.14', 'le': '0.21', 'lle': '4.27', 'sei': '3.95'}",CHEMBL358943,,CHEMBL358943,8.05,0,http://www.openphacts.org/units/Nanomolar,297929,=,1,1,=,,IC50,nM,,8.9,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,0.0089
,1065739,[],CHEMBL752070,In vitro inhibition of the human neutrophil elastase-catalyzed hydrolysis of the synthetic substrate Suc-Ala-Pro-Ala-MCA,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)COc1ccc(SCC(C)(C)C(=O)O)cc1)C(C)C)C(=O)c1nc2ccccc2o1,,,CHEMBL1135060,Bioorg. Med. Chem. Lett.,2002.0,"{'bei': '12.42', 'le': '0.24', 'lle': '3.89', 'sei': '5.03'}",CHEMBL152817,,CHEMBL152817,8.46,0,http://www.openphacts.org/units/Nanomolar,297923,=,1,1,=,,IC50,nM,,3.5,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,0.0035
Not Active,1065813,[],CHEMBL676192,Inhibitory concentration against human neutrophil elastase (HNE); No inhibition,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)[C@@H]1NCCN(Cc2ccccc2)C1=O,,,CHEMBL1136514,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL127832,,CHEMBL127832,,0,http://www.openphacts.org/units/Nanomolar,242496,,1,0,,,IC50,nM,,,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,
,1067493,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(C)=O)CS(=O)(=O)C12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL324743,,CHEMBL324743,,0,http://www.openphacts.org/units/Nanomolar,218331,=,1,1,=,,IC50,nM,,280000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,0.28
,1068789,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)/C=C1/C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(C)=O)CS(=O)(=O)C12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL325259,,CHEMBL325259,,0,http://www.openphacts.org/units/Nanomolar,218325,=,1,1,=,,IC50,nM,,8900000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,8.9
,1068791,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/CO)C2SC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL116416,,CHEMBL116416,,0,http://www.openphacts.org/units/Nanomolar,218324,>,1,1,>,,IC50,nM,,10000000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,10.0
,1068793,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,C=C=C1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(C)=O)CS(=O)(=O)C12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL424067,,CHEMBL424067,,0,http://www.openphacts.org/units/Nanomolar,218355,=,1,1,=,,IC50,nM,,6100000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,6.1
,1068795,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C\Br)C2SC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL114010,,CHEMBL114010,,0,http://www.openphacts.org/units/Nanomolar,218350,=,1,1,=,,IC50,nM,,390000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,0.39
,1069922,[],CHEMBL675542,Inhibitory activity against human leukocyte elastase (HLE) at pH 7.5,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C(F)(F)C(=O)[C@H](CC(C)C)NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1Cc2ccccc2C1,,,CHEMBL1125561,J. Med. Chem.,1992.0,"{'bei': '6.39', 'le': '0.13', 'lle': '0.80', 'sei': '2.87'}",CHEMBL142689,,CHEMBL142689,5.31,0,http://www.openphacts.org/units/Nanomolar,280246,=,1,1,=,,IC50,nM,,4900.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,4.9
,1070094,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/c3ccccc3)C2S(=O)(=O)C1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL114107,,CHEMBL114107,,0,http://www.openphacts.org/units/Nanomolar,218318,=,1,1,=,,IC50,nM,,8900000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,8.9
,1070096,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(C)=O)CSC12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL115279,,CHEMBL115279,,0,http://www.openphacts.org/units/Nanomolar,218332,=,1,1,=,,IC50,nM,,5350000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,5.35
,1070098,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)C(Br)(Br)C2SC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL326832,,CHEMBL326832,,0,http://www.openphacts.org/units/Nanomolar,218348,=,1,1,=,,IC50,nM,,1390000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,1.39
,1070100,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)C(=O)C2SC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL116417,,CHEMBL116417,,0,http://www.openphacts.org/units/Nanomolar,218345,>,1,1,>,,IC50,nM,,10000000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,10.0
,1070102,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,C=C=C1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(C)=O)CSC12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL323690,,CHEMBL323690,,0,http://www.openphacts.org/units/Nanomolar,218340,=,1,1,=,,IC50,nM,,9000000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,9.0
,1071022,[],CHEMBL675542,Inhibitory activity against human leukocyte elastase (HLE) at pH 7.5,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C(F)(F)C(=O)[C@@H](NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1Cc2ccccc2C1)C(C)C,,,CHEMBL1125561,J. Med. Chem.,1992.0,"{'bei': '7.82', 'le': '0.16', 'lle': '2.27', 'sei': '3.45'}",CHEMBL263927,,CHEMBL263927,6.39,0,http://www.openphacts.org/units/Nanomolar,280247,=,1,1,=,,IC50,nM,,404.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,0.404
,1071748,[],CHEMBL675540,Concentration required to inhibit enzymatic cleavage of the chromogenic substrate (MeO-Suc-Ala-Ala-Pro-Val-pNA) for sputum elastase in vitro.,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCN(CC(=O)O)C(=O)/C(C)=C/c1ccc(C(=O)Oc2ccc(C(=N)N)cc2)cc1.CS(=O)(=O)O,,,CHEMBL1128424,J. Med. Chem.,1995.0,,CHEMBL85154,,CHEMBL1179549,,0,http://www.openphacts.org/units/Nanomolar,151460,>,1,1,>,,IC50,nM,,100000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,100.0
,1071765,[],CHEMBL675540,Concentration required to inhibit enzymatic cleavage of the chromogenic substrate (MeO-Suc-Ala-Ala-Pro-Val-pNA) for sputum elastase in vitro.,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCN(CC(=O)OCC)C(=O)/C(C)=C/c1ccc(C(=O)Oc2ccc(C(=N)N)cc2)cc1.CS(=O)(=O)O,,,CHEMBL1128424,J. Med. Chem.,1995.0,,CHEMBL85136,,CHEMBL1179548,,0,http://www.openphacts.org/units/Nanomolar,151461,>,1,1,>,,IC50,nM,,100000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,100.0
,1072301,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/c3ccccn3)C2S(=O)(=O)C1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL331594,,CHEMBL331594,,0,http://www.openphacts.org/units/Nanomolar,218329,>,1,1,>,,IC50,nM,,10000000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,10.0
,1073375,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/C#N)C2SC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL326121,,CHEMBL326121,,0,http://www.openphacts.org/units/Nanomolar,218338,>,1,1,>,,IC50,nM,,10000000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,10.0
,1074166,[],CHEMBL675540,Concentration required to inhibit enzymatic cleavage of the chromogenic substrate (MeO-Suc-Ala-Ala-Pro-Val-pNA) for sputum elastase in vitro.,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1.CS(=O)(=O)O,,,CHEMBL1128424,J. Med. Chem.,1995.0,,CHEMBL85164,CAMOSTAT MESILATE,CHEMBL590799,,0,http://www.openphacts.org/units/Nanomolar,151459,>,1,1,>,,IC50,nM,,100000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,100.0
,1074528,[],CHEMBL675542,Inhibitory activity against human leukocyte elastase (HLE) at pH 7.5,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C(F)(F)C(=O)[C@@H](NC(=O)CN(C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C1Cc2ccccc2C1)C(C)C,,,CHEMBL1125561,J. Med. Chem.,1992.0,"{'bei': '9.84', 'le': '0.19', 'lle': '2.36', 'sei': '4.73'}",CHEMBL344768,,CHEMBL344768,6.20,0,http://www.openphacts.org/units/Nanomolar,280245,=,1,1,=,,IC50,nM,,635.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,0.635
,1077971,[],CHEMBL675542,Inhibitory activity against human leukocyte elastase (HLE) at pH 7.5,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N(CC(=O)N[C@H](C(=O)C(F)(F)C(=O)O)C(C)C)C1Cc2ccccc2C1,,,CHEMBL1125561,J. Med. Chem.,1992.0,,CHEMBL144895,,CHEMBL144895,,0,http://www.openphacts.org/units/Nanomolar,280244,>,1,1,>,,IC50,nM,,5000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,5.0
,1078100,[],CHEMBL675718,Inhibitory activity against Human Leukocyte Elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1C(=O)N2C(C(=O)N3CCCC3)=C(CSc3nc(=O)c(=O)[nH]n3C)CS(=O)(=O)[C@H]12,,,CHEMBL1125311,J. Med. Chem.,1992.0,"{'bei': '12.09', 'le': '0.25', 'lle': '7.65', 'sei': '3.76'}",CHEMBL123153,,CHEMBL123153,5.70,0,http://www.openphacts.org/units/Nanomolar,234670,=,1,1,=,,IC50,nM,,2000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,2.0
,1078216,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,[2H]C(=C=C1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(C)=O)CS(=O)(=O)C12)C(C)(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL266010,,CHEMBL116739,,0,http://www.openphacts.org/units/Nanomolar,218342,=,1,1,=,,IC50,nM,,13500000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,13.5
,1079439,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)C(=C=CC(C)(C)C)C2SC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL114118,,CHEMBL114118,,0,http://www.openphacts.org/units/Nanomolar,218344,>,1,1,>,,IC50,nM,,10000000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,10.0
,1080557,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C\c3ccccc3)C2SC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL325630,,CHEMBL325630,,0,http://www.openphacts.org/units/Nanomolar,218319,>,1,1,>,,IC50,nM,,10000000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,10.0
,1080559,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/c3ccccn3)C2SC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL113657,,CHEMBL113657,,0,http://www.openphacts.org/units/Nanomolar,218330,>,1,1,>,,IC50,nM,,10000000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,10.0
,1081544,[],CHEMBL675542,Inhibitory activity against human leukocyte elastase (HLE) at pH 7.5,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)CNC(=O)CNC(=O)C(F)(F)C(=O)[C@@H](NC(=O)CN(C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C1Cc2ccccc2C1)C(C)C,,,CHEMBL1125561,J. Med. Chem.,1992.0,"{'bei': '9.63', 'le': '0.18', 'lle': '5.09', 'sei': '3.78'}",CHEMBL344981,,CHEMBL344981,7.16,0,http://www.openphacts.org/units/Nanomolar,280252,=,1,1,=,,IC50,nM,,69.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,0.069
,1081704,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/C(=O)OC(C)(C)C)C2S(=O)(=O)C1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL326841,,CHEMBL326841,,0,http://www.openphacts.org/units/Nanomolar,218356,=,1,1,=,,IC50,nM,,7100000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,7.1
,1081709,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/c3ccccc3)C2SC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL324535,,CHEMBL324535,,0,http://www.openphacts.org/units/Nanomolar,218354,>,1,1,>,,IC50,nM,,10000000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,10.0
,1083830,[],CHEMBL675542,Inhibitory activity against human leukocyte elastase (HLE) at pH 7.5,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H](CCCCNC(=O)C(F)(F)C(=O)[C@@H](NC(=O)CN(C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C1Cc2ccccc2C1)C(C)C)NC(C)=O,,,CHEMBL1125561,J. Med. Chem.,1992.0,"{'bei': '9.22', 'le': '0.18', 'lle': '4.00', 'sei': '3.83'}",CHEMBL143049,,CHEMBL143049,7.24,0,http://www.openphacts.org/units/Nanomolar,280248,=,1,1,=,,IC50,nM,,57.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,uM,UO_0000065,,0.057
,1083978,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/C(=O)OC(C)(C)C)C2SC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL330912,,CHEMBL330912,,0,http://www.openphacts.org/units/Nanomolar,218320,>,1,1,>,,IC50,nM,,10000000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,10.0
,1083983,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C\c3ccccc3)C2S(=O)(=O)C1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL116445,,CHEMBL116445,,0,http://www.openphacts.org/units/Nanomolar,218353,=,1,1,=,,IC50,nM,,6000000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,6.0
,1085032,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/C=O)C2SC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL114172,,CHEMBL114172,,0,http://www.openphacts.org/units/Nanomolar,218321,=,1,1,=,,IC50,nM,,13900000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,13.9
,1085034,[],CHEMBL675717,Inhibition of human leukocyte elastase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)/C=C1/C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(COC(C)=O)CSC12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130215,J. Med. Chem.,1997.0,,CHEMBL325922,,CHEMBL325922,,0,http://www.openphacts.org/units/Nanomolar,218322,=,1,1,=,,IC50,nM,,4270000.0,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,mM,UO_0000065,,4.27
,1086441,[],CHEMBL699950,In vitro inhibitory activity against human leukocyte elastase was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(=O)NCC(F)(F)C(=O)C(CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,,,CHEMBL1127968,Bioorg. Med. Chem. Lett.,1994.0,"{'bei': '12.72', 'le': '0.25', 'lle': '3.37', 'sei': '5.93'}",CHEMBL67695,,CHEMBL67695,8.46,0,http://www.openphacts.org/units/Nanomolar,121450,=,1,1,=,,IC50,nM,,3.5,CHEMBL248,Homo sapiens,Leukocyte elastase,9606,,,IC50,nM,UO_0000065,,3.5
